"","milepoint","lat","long","time_numeric","grid_loc","loc_ind","Date","counts"
"1101",7.75,40.63291575,-111.8350278,624.11111,"[7.5,8)","[7.5,8)",2016-09-16 02:39:59,1
"1102",7.75,40.63291575,-111.8350278,654.55556,"[7.5,8)","[7.5,8)",2016-10-16 13:20:00,0
"1103",7.75,40.63291575,-111.8350278,685,"[7.5,8)","[7.5,8)",2016-11-16 00:00:00,0
"1104",7.75,40.63291575,-111.8350278,715.44444,"[7.5,8)","[7.5,8)",2016-12-16 10:39:59,1
"1105",7.75,40.63291575,-111.8350278,745.88889,"[7.5,8)","[7.5,8)",2017-01-15 21:20:00,1
"1106",7.75,40.63291575,-111.8350278,776.33333,"[7.5,8)","[7.5,8)",2017-02-15 07:59:59,0
"1107",7.75,40.63291575,-111.8350278,806.77778,"[7.5,8)","[7.5,8)",2017-03-17 18:40:00,2
"1108",7.75,40.63291575,-111.8350278,837.22222,"[7.5,8)","[7.5,8)",2017-04-17 05:19:59,2
"1109",7.75,40.63291575,-111.8350278,867.66667,"[7.5,8)","[7.5,8)",2017-05-17 16:00:00,0
"1110",7.75,40.63291575,-111.8350278,898.11111,"[7.5,8)","[7.5,8)",2017-06-17 02:39:59,0
"1111",7.75,40.63291575,-111.8350278,928.55556,"[7.5,8)","[7.5,8)",2017-07-17 13:20:00,0
"1112",7.75,40.63291575,-111.8350278,959,"[7.5,8)","[7.5,8)",2017-08-17 00:00:00,0
"1113",7.75,40.63291575,-111.8350278,989.44444,"[7.5,8)","[7.5,8)",2017-09-16 10:39:59,1
"1114",7.75,40.63291575,-111.8350278,1019.88889,"[7.5,8)","[7.5,8)",2017-10-16 21:20:00,3
"1115",7.75,40.63291575,-111.8350278,1050.33333,"[7.5,8)","[7.5,8)",2017-11-16 07:59:59,2
"1116",7.75,40.63291575,-111.8350278,1080.77778,"[7.5,8)","[7.5,8)",2017-12-16 18:40:00,1
"1117",7.75,40.63291575,-111.8350278,1111.22222,"[7.5,8)","[7.5,8)",2018-01-16 05:19:59,0
"1118",7.75,40.63291575,-111.8350278,1141.66667,"[7.5,8)","[7.5,8)",2018-02-15 16:00:00,0
"1119",7.75,40.63291575,-111.8350278,1172.11111,"[7.5,8)","[7.5,8)",2018-03-18 02:39:59,0
"1120",7.75,40.63291575,-111.8350278,1202.55556,"[7.5,8)","[7.5,8)",2018-04-17 13:20:00,0
"1121",7.75,40.63291575,-111.8350278,1233,"[7.5,8)","[7.5,8)",2018-05-18 00:00:00,1
"1122",7.75,40.63291575,-111.8350278,1263.44444,"[7.5,8)","[7.5,8)",2018-06-17 10:39:59,0
"1123",7.75,40.63291575,-111.8350278,1293.88889,"[7.5,8)","[7.5,8)",2018-07-17 21:20:00,0
"1124",7.75,40.63291575,-111.8350278,1324.33333,"[7.5,8)","[7.5,8)",2018-08-17 07:59:59,0
"1125",7.75,40.63291575,-111.8350278,1354.77778,"[7.5,8)","[7.5,8)",2018-09-16 18:40:00,0
"1126",7.75,40.63291575,-111.8350278,1385.22222,"[7.5,8)","[7.5,8)",2018-10-17 05:19:59,0
"1127",7.75,40.63291575,-111.8350278,1415.66667,"[7.5,8)","[7.5,8)",2018-11-16 16:00:00,0
"1128",7.75,40.63291575,-111.8350278,1446.11111,"[7.5,8)","[7.5,8)",2018-12-17 02:39:59,0
"1129",7.75,40.63291575,-111.8350278,1476.55556,"[7.5,8)","[7.5,8)",2019-01-16 13:20:00,0
"1130",7.75,40.63291575,-111.8350278,1507,"[7.5,8)","[7.5,8)",2019-02-16 00:00:00,1
"1131",7.75,40.63291575,-111.8350278,1537.44444,"[7.5,8)","[7.5,8)",2019-03-18 10:39:59,1
"1132",7.75,40.63291575,-111.8350278,1567.88889,"[7.5,8)","[7.5,8)",2019-04-17 21:20:00,0
"1133",7.75,40.63291575,-111.8350278,1598.33333,"[7.5,8)","[7.5,8)",2019-05-18 07:59:59,0
"1134",7.75,40.63291575,-111.8350278,1628.77778,"[7.5,8)","[7.5,8)",2019-06-17 18:40:00,0
"1135",7.75,40.63291575,-111.8350278,1659.22222,"[7.5,8)","[7.5,8)",2019-07-18 05:19:59,0
"1136",7.75,40.63291575,-111.8350278,1689.66667,"[7.5,8)","[7.5,8)",2019-08-17 16:00:00,0
"1137",7.75,40.63291575,-111.8350278,1720.11111,"[7.5,8)","[7.5,8)",2019-09-17 02:39:59,1
"1138",7.75,40.63291575,-111.8350278,1750.55556,"[7.5,8)","[7.5,8)",2019-10-17 13:20:00,0
"1139",7.75,40.63291575,-111.8350278,1781,"[7.5,8)","[7.5,8)",2019-11-17 00:00:00,1
"1140",7.75,40.63291575,-111.8350278,1811.44444,"[7.5,8)","[7.5,8)",2019-12-17 10:39:59,0
"1141",7.75,40.63291575,-111.8350278,1841.88889,"[7.5,8)","[7.5,8)",2020-01-16 21:20:00,3
"1142",7.75,40.63291575,-111.8350278,1872.33333,"[7.5,8)","[7.5,8)",2020-02-16 07:59:59,1
"1143",7.75,40.63291575,-111.8350278,1902.77778,"[7.5,8)","[7.5,8)",2020-03-17 18:40:00,2
"1144",7.75,40.63291575,-111.8350278,1933.22222,"[7.5,8)","[7.5,8)",2020-04-17 05:19:59,2
"1145",7.75,40.63291575,-111.8350278,1963.66667,"[7.5,8)","[7.5,8)",2020-05-17 16:00:00,0
"1146",7.75,40.63291575,-111.8350278,1994.11111,"[7.5,8)","[7.5,8)",2020-06-17 02:39:59,0
"1147",7.75,40.63291575,-111.8350278,2024.55556,"[7.5,8)","[7.5,8)",2020-07-17 13:20:00,1
"1148",7.75,40.63291575,-111.8350278,2055,"[7.5,8)","[7.5,8)",2020-08-17 00:00:00,0
"1149",7.75,40.63291575,-111.8350278,2085.44444,"[7.5,8)","[7.5,8)",2020-09-16 10:39:59,0
"1150",7.75,40.63291575,-111.8350278,2115.88889,"[7.5,8)","[7.5,8)",2020-10-16 21:20:00,1
"1151",7.75,40.63291575,-111.8350278,2146.33333,"[7.5,8)","[7.5,8)",2020-11-16 07:59:59,0
"1152",7.75,40.63291575,-111.8350278,2176.77778,"[7.5,8)","[7.5,8)",2020-12-16 18:40:00,0
"1153",8.25,40.63076292,-111.8441382,15.22222,"[8,8.5)","[8,8.5)",2015-01-16 05:19:59,1
"1154",8.25,40.63076292,-111.8441382,45.66667,"[8,8.5)","[8,8.5)",2015-02-15 16:00:00,1
"1155",8.25,40.63076292,-111.8441382,76.11111,"[8,8.5)","[8,8.5)",2015-03-18 02:39:59,1
"1156",8.25,40.63076292,-111.8441382,106.55556,"[8,8.5)","[8,8.5)",2015-04-17 13:20:00,3
"1157",8.25,40.63076292,-111.8441382,137,"[8,8.5)","[8,8.5)",2015-05-18 00:00:00,3
"1158",8.25,40.63076292,-111.8441382,167.44444,"[8,8.5)","[8,8.5)",2015-06-17 10:39:59,2
"1159",8.25,40.63076292,-111.8441382,197.88889,"[8,8.5)","[8,8.5)",2015-07-17 21:20:00,0
"1160",8.25,40.63076292,-111.8441382,228.33333,"[8,8.5)","[8,8.5)",2015-08-17 07:59:59,2
"1161",8.25,40.63076292,-111.8441382,258.77778,"[8,8.5)","[8,8.5)",2015-09-16 18:40:00,0
"1162",8.25,40.63076292,-111.8441382,289.22222,"[8,8.5)","[8,8.5)",2015-10-17 05:19:59,4
"1163",8.25,40.63076292,-111.8441382,319.66667,"[8,8.5)","[8,8.5)",2015-11-16 16:00:00,3
"1164",8.25,40.63076292,-111.8441382,350.11111,"[8,8.5)","[8,8.5)",2015-12-17 02:39:59,2
"1165",8.25,40.63076292,-111.8441382,380.55556,"[8,8.5)","[8,8.5)",2016-01-16 13:20:00,1
"1166",8.25,40.63076292,-111.8441382,411,"[8,8.5)","[8,8.5)",2016-02-16 00:00:00,0
"1167",8.25,40.63076292,-111.8441382,441.44444,"[8,8.5)","[8,8.5)",2016-03-17 10:39:59,2
"1168",8.25,40.63076292,-111.8441382,471.88889,"[8,8.5)","[8,8.5)",2016-04-16 21:20:00,2
"1169",8.25,40.63076292,-111.8441382,502.33333,"[8,8.5)","[8,8.5)",2016-05-17 07:59:59,4
"1170",8.25,40.63076292,-111.8441382,532.77778,"[8,8.5)","[8,8.5)",2016-06-16 18:40:00,1
"1171",8.25,40.63076292,-111.8441382,563.22222,"[8,8.5)","[8,8.5)",2016-07-17 05:19:59,1
"1172",8.25,40.63076292,-111.8441382,593.66667,"[8,8.5)","[8,8.5)",2016-08-16 16:00:00,1
"1173",8.25,40.63076292,-111.8441382,624.11111,"[8,8.5)","[8,8.5)",2016-09-16 02:39:59,0
"1174",8.25,40.63076292,-111.8441382,654.55556,"[8,8.5)","[8,8.5)",2016-10-16 13:20:00,1
"1175",8.25,40.63076292,-111.8441382,685,"[8,8.5)","[8,8.5)",2016-11-16 00:00:00,0
"1176",8.25,40.63076292,-111.8441382,715.44444,"[8,8.5)","[8,8.5)",2016-12-16 10:39:59,1
"1177",8.25,40.63076292,-111.8441382,745.88889,"[8,8.5)","[8,8.5)",2017-01-15 21:20:00,0
"1178",8.25,40.63076292,-111.8441382,776.33333,"[8,8.5)","[8,8.5)",2017-02-15 07:59:59,2
"1179",8.25,40.63076292,-111.8441382,806.77778,"[8,8.5)","[8,8.5)",2017-03-17 18:40:00,3
"1180",8.25,40.63076292,-111.8441382,837.22222,"[8,8.5)","[8,8.5)",2017-04-17 05:19:59,3
"1181",8.25,40.63076292,-111.8441382,867.66667,"[8,8.5)","[8,8.5)",2017-05-17 16:00:00,1
"1182",8.25,40.63076292,-111.8441382,898.11111,"[8,8.5)","[8,8.5)",2017-06-17 02:39:59,4
"1183",8.25,40.63076292,-111.8441382,928.55556,"[8,8.5)","[8,8.5)",2017-07-17 13:20:00,0
"1184",8.25,40.63076292,-111.8441382,959,"[8,8.5)","[8,8.5)",2017-08-17 00:00:00,2
"1185",8.25,40.63076292,-111.8441382,989.44444,"[8,8.5)","[8,8.5)",2017-09-16 10:39:59,5
"1186",8.25,40.63076292,-111.8441382,1019.88889,"[8,8.5)","[8,8.5)",2017-10-16 21:20:00,1
"1187",8.25,40.63076292,-111.8441382,1050.33333,"[8,8.5)","[8,8.5)",2017-11-16 07:59:59,2
"1188",8.25,40.63076292,-111.8441382,1080.77778,"[8,8.5)","[8,8.5)",2017-12-16 18:40:00,1
"1189",8.25,40.63076292,-111.8441382,1111.22222,"[8,8.5)","[8,8.5)",2018-01-16 05:19:59,0
"1190",8.25,40.63076292,-111.8441382,1141.66667,"[8,8.5)","[8,8.5)",2018-02-15 16:00:00,3
"1191",8.25,40.63076292,-111.8441382,1172.11111,"[8,8.5)","[8,8.5)",2018-03-18 02:39:59,3
"1192",8.25,40.63076292,-111.8441382,1202.55556,"[8,8.5)","[8,8.5)",2018-04-17 13:20:00,4
"1193",8.25,40.63076292,-111.8441382,1233,"[8,8.5)","[8,8.5)",2018-05-18 00:00:00,0
"1194",8.25,40.63076292,-111.8441382,1263.44444,"[8,8.5)","[8,8.5)",2018-06-17 10:39:59,1
"1195",8.25,40.63076292,-111.8441382,1293.88889,"[8,8.5)","[8,8.5)",2018-07-17 21:20:00,1
"1196",8.25,40.63076292,-111.8441382,1324.33333,"[8,8.5)","[8,8.5)",2018-08-17 07:59:59,0
"1197",8.25,40.63076292,-111.8441382,1354.77778,"[8,8.5)","[8,8.5)",2018-09-16 18:40:00,1
"1198",8.25,40.63076292,-111.8441382,1385.22222,"[8,8.5)","[8,8.5)",2018-10-17 05:19:59,0
"1199",8.25,40.63076292,-111.8441382,1415.66667,"[8,8.5)","[8,8.5)",2018-11-16 16:00:00,2
"1200",8.25,40.63076292,-111.8441382,1446.11111,"[8,8.5)","[8,8.5)",2018-12-17 02:39:59,5
"1201",8.25,40.63076292,-111.8441382,1476.55556,"[8,8.5)","[8,8.5)",2019-01-16 13:20:00,0
"1202",8.25,40.63076292,-111.8441382,1507,"[8,8.5)","[8,8.5)",2019-02-16 00:00:00,3
"1203",8.25,40.63076292,-111.8441382,1537.44444,"[8,8.5)","[8,8.5)",2019-03-18 10:39:59,5
"1204",8.25,40.63076292,-111.8441382,1567.88889,"[8,8.5)","[8,8.5)",2019-04-17 21:20:00,1
"1205",8.25,40.63076292,-111.8441382,1598.33333,"[8,8.5)","[8,8.5)",2019-05-18 07:59:59,2
"1206",8.25,40.63076292,-111.8441382,1628.77778,"[8,8.5)","[8,8.5)",2019-06-17 18:40:00,0
"1207",8.25,40.63076292,-111.8441382,1659.22222,"[8,8.5)","[8,8.5)",2019-07-18 05:19:59,1
"1208",8.25,40.63076292,-111.8441382,1689.66667,"[8,8.5)","[8,8.5)",2019-08-17 16:00:00,0
"1209",8.25,40.63076292,-111.8441382,1720.11111,"[8,8.5)","[8,8.5)",2019-09-17 02:39:59,1
"1210",8.25,40.63076292,-111.8441382,1750.55556,"[8,8.5)","[8,8.5)",2019-10-17 13:20:00,3
"1211",8.25,40.63076292,-111.8441382,1781,"[8,8.5)","[8,8.5)",2019-11-17 00:00:00,0
"1212",8.25,40.63076292,-111.8441382,1811.44444,"[8,8.5)","[8,8.5)",2019-12-17 10:39:59,1
"1213",8.25,40.63076292,-111.8441382,1841.88889,"[8,8.5)","[8,8.5)",2020-01-16 21:20:00,0
"1214",8.25,40.63076292,-111.8441382,1872.33333,"[8,8.5)","[8,8.5)",2020-02-16 07:59:59,3
"1215",8.25,40.63076292,-111.8441382,1902.77778,"[8,8.5)","[8,8.5)",2020-03-17 18:40:00,2
"1216",8.25,40.63076292,-111.8441382,1933.22222,"[8,8.5)","[8,8.5)",2020-04-17 05:19:59,0
"1217",8.25,40.63076292,-111.8441382,1963.66667,"[8,8.5)","[8,8.5)",2020-05-17 16:00:00,0
"1218",8.25,40.63076292,-111.8441382,1994.11111,"[8,8.5)","[8,8.5)",2020-06-17 02:39:59,2
"1219",8.25,40.63076292,-111.8441382,2024.55556,"[8,8.5)","[8,8.5)",2020-07-17 13:20:00,0
"1220",8.25,40.63076292,-111.8441382,2055,"[8,8.5)","[8,8.5)",2020-08-17 00:00:00,1
"1221",8.25,40.63076292,-111.8441382,2085.44444,"[8,8.5)","[8,8.5)",2020-09-16 10:39:59,1
"1222",8.25,40.63076292,-111.8441382,2115.88889,"[8,8.5)","[8,8.5)",2020-10-16 21:20:00,1
"1223",8.25,40.63076292,-111.8441382,2146.33333,"[8,8.5)","[8,8.5)",2020-11-16 07:59:59,2
"1224",8.25,40.63076292,-111.8441382,2176.77778,"[8,8.5)","[8,8.5)",2020-12-16 18:40:00,0
"1225",8.75,40.63066523,-111.8535442,15.22222,"[8.5,9)","[8.5,9)",2015-01-16 05:19:59,1
"1226",8.75,40.63066523,-111.8535442,45.66667,"[8.5,9)","[8.5,9)",2015-02-15 16:00:00,1
"1227",8.75,40.63066523,-111.8535442,76.11111,"[8.5,9)","[8.5,9)",2015-03-18 02:39:59,1
"1228",8.75,40.63066523,-111.8535442,106.55556,"[8.5,9)","[8.5,9)",2015-04-17 13:20:00,1
"1229",8.75,40.63066523,-111.8535442,137,"[8.5,9)","[8.5,9)",2015-05-18 00:00:00,1
"1230",8.75,40.63066523,-111.8535442,167.44444,"[8.5,9)","[8.5,9)",2015-06-17 10:39:59,0
"1231",8.75,40.63066523,-111.8535442,197.88889,"[8.5,9)","[8.5,9)",2015-07-17 21:20:00,1
"1232",8.75,40.63066523,-111.8535442,228.33333,"[8.5,9)","[8.5,9)",2015-08-17 07:59:59,0
"1233",8.75,40.63066523,-111.8535442,258.77778,"[8.5,9)","[8.5,9)",2015-09-16 18:40:00,1
"1234",8.75,40.63066523,-111.8535442,289.22222,"[8.5,9)","[8.5,9)",2015-10-17 05:19:59,0
"1235",8.75,40.63066523,-111.8535442,319.66667,"[8.5,9)","[8.5,9)",2015-11-16 16:00:00,3
"1236",8.75,40.63066523,-111.8535442,350.11111,"[8.5,9)","[8.5,9)",2015-12-17 02:39:59,1
"1237",8.75,40.63066523,-111.8535442,380.55556,"[8.5,9)","[8.5,9)",2016-01-16 13:20:00,1
"1238",8.75,40.63066523,-111.8535442,411,"[8.5,9)","[8.5,9)",2016-02-16 00:00:00,0
"1239",8.75,40.63066523,-111.8535442,441.44444,"[8.5,9)","[8.5,9)",2016-03-17 10:39:59,1
"1240",8.75,40.63066523,-111.8535442,471.88889,"[8.5,9)","[8.5,9)",2016-04-16 21:20:00,0
"1241",8.75,40.63066523,-111.8535442,502.33333,"[8.5,9)","[8.5,9)",2016-05-17 07:59:59,2
"1242",8.75,40.63066523,-111.8535442,532.77778,"[8.5,9)","[8.5,9)",2016-06-16 18:40:00,2
"1243",8.75,40.63066523,-111.8535442,563.22222,"[8.5,9)","[8.5,9)",2016-07-17 05:19:59,2
"1244",8.75,40.63066523,-111.8535442,593.66667,"[8.5,9)","[8.5,9)",2016-08-16 16:00:00,0
"1245",8.75,40.63066523,-111.8535442,624.11111,"[8.5,9)","[8.5,9)",2016-09-16 02:39:59,1
"1246",8.75,40.63066523,-111.8535442,654.55556,"[8.5,9)","[8.5,9)",2016-10-16 13:20:00,1
"1247",8.75,40.63066523,-111.8535442,685,"[8.5,9)","[8.5,9)",2016-11-16 00:00:00,0
"1248",8.75,40.63066523,-111.8535442,715.44444,"[8.5,9)","[8.5,9)",2016-12-16 10:39:59,2
"1249",8.75,40.63066523,-111.8535442,745.88889,"[8.5,9)","[8.5,9)",2017-01-15 21:20:00,2
"1250",8.75,40.63066523,-111.8535442,776.33333,"[8.5,9)","[8.5,9)",2017-02-15 07:59:59,0
"1251",8.75,40.63066523,-111.8535442,806.77778,"[8.5,9)","[8.5,9)",2017-03-17 18:40:00,0
"1252",8.75,40.63066523,-111.8535442,837.22222,"[8.5,9)","[8.5,9)",2017-04-17 05:19:59,1
"1253",8.75,40.63066523,-111.8535442,867.66667,"[8.5,9)","[8.5,9)",2017-05-17 16:00:00,0
"1254",8.75,40.63066523,-111.8535442,898.11111,"[8.5,9)","[8.5,9)",2017-06-17 02:39:59,4
"1255",8.75,40.63066523,-111.8535442,928.55556,"[8.5,9)","[8.5,9)",2017-07-17 13:20:00,0
"1256",8.75,40.63066523,-111.8535442,959,"[8.5,9)","[8.5,9)",2017-08-17 00:00:00,0
"1257",8.75,40.63066523,-111.8535442,989.44444,"[8.5,9)","[8.5,9)",2017-09-16 10:39:59,2
"1258",8.75,40.63066523,-111.8535442,1019.88889,"[8.5,9)","[8.5,9)",2017-10-16 21:20:00,1
"1259",8.75,40.63066523,-111.8535442,1050.33333,"[8.5,9)","[8.5,9)",2017-11-16 07:59:59,0
"1260",8.75,40.63066523,-111.8535442,1080.77778,"[8.5,9)","[8.5,9)",2017-12-16 18:40:00,1
"1261",8.75,40.63066523,-111.8535442,1111.22222,"[8.5,9)","[8.5,9)",2018-01-16 05:19:59,2
"1262",8.75,40.63066523,-111.8535442,1141.66667,"[8.5,9)","[8.5,9)",2018-02-15 16:00:00,0
"1263",8.75,40.63066523,-111.8535442,1172.11111,"[8.5,9)","[8.5,9)",2018-03-18 02:39:59,1
"1264",8.75,40.63066523,-111.8535442,1202.55556,"[8.5,9)","[8.5,9)",2018-04-17 13:20:00,1
"1265",8.75,40.63066523,-111.8535442,1233,"[8.5,9)","[8.5,9)",2018-05-18 00:00:00,1
"1266",8.75,40.63066523,-111.8535442,1263.44444,"[8.5,9)","[8.5,9)",2018-06-17 10:39:59,5
"1267",8.75,40.63066523,-111.8535442,1293.88889,"[8.5,9)","[8.5,9)",2018-07-17 21:20:00,0
"1268",8.75,40.63066523,-111.8535442,1324.33333,"[8.5,9)","[8.5,9)",2018-08-17 07:59:59,2
"1269",8.75,40.63066523,-111.8535442,1354.77778,"[8.5,9)","[8.5,9)",2018-09-16 18:40:00,2
"1270",8.75,40.63066523,-111.8535442,1385.22222,"[8.5,9)","[8.5,9)",2018-10-17 05:19:59,0
"1271",8.75,40.63066523,-111.8535442,1415.66667,"[8.5,9)","[8.5,9)",2018-11-16 16:00:00,2
"1272",8.75,40.63066523,-111.8535442,1446.11111,"[8.5,9)","[8.5,9)",2018-12-17 02:39:59,1
"1273",8.75,40.63066523,-111.8535442,1476.55556,"[8.5,9)","[8.5,9)",2019-01-16 13:20:00,1
"1274",8.75,40.63066523,-111.8535442,1507,"[8.5,9)","[8.5,9)",2019-02-16 00:00:00,2
"1275",8.75,40.63066523,-111.8535442,1537.44444,"[8.5,9)","[8.5,9)",2019-03-18 10:39:59,0
"1276",8.75,40.63066523,-111.8535442,1567.88889,"[8.5,9)","[8.5,9)",2019-04-17 21:20:00,0
"1277",8.75,40.63066523,-111.8535442,1598.33333,"[8.5,9)","[8.5,9)",2019-05-18 07:59:59,0
"1278",8.75,40.63066523,-111.8535442,1628.77778,"[8.5,9)","[8.5,9)",2019-06-17 18:40:00,3
"1279",8.75,40.63066523,-111.8535442,1659.22222,"[8.5,9)","[8.5,9)",2019-07-18 05:19:59,2
"1280",8.75,40.63066523,-111.8535442,1689.66667,"[8.5,9)","[8.5,9)",2019-08-17 16:00:00,2
"1281",8.75,40.63066523,-111.8535442,1720.11111,"[8.5,9)","[8.5,9)",2019-09-17 02:39:59,1
"1282",8.75,40.63066523,-111.8535442,1750.55556,"[8.5,9)","[8.5,9)",2019-10-17 13:20:00,0
"1283",8.75,40.63066523,-111.8535442,1781,"[8.5,9)","[8.5,9)",2019-11-17 00:00:00,0
"1284",8.75,40.63066523,-111.8535442,1811.44444,"[8.5,9)","[8.5,9)",2019-12-17 10:39:59,1
"1285",8.75,40.63066523,-111.8535442,1841.88889,"[8.5,9)","[8.5,9)",2020-01-16 21:20:00,1
"1286",8.75,40.63066523,-111.8535442,1872.33333,"[8.5,9)","[8.5,9)",2020-02-16 07:59:59,0
"1287",8.75,40.63066523,-111.8535442,1902.77778,"[8.5,9)","[8.5,9)",2020-03-17 18:40:00,0
"1288",8.75,40.63066523,-111.8535442,1933.22222,"[8.5,9)","[8.5,9)",2020-04-17 05:19:59,0
"1289",8.75,40.63066523,-111.8535442,1963.66667,"[8.5,9)","[8.5,9)",2020-05-17 16:00:00,0
"1290",8.75,40.63066523,-111.8535442,1994.11111,"[8.5,9)","[8.5,9)",2020-06-17 02:39:59,1
"1291",8.75,40.63066523,-111.8535442,2024.55556,"[8.5,9)","[8.5,9)",2020-07-17 13:20:00,0
"1292",8.75,40.63066523,-111.8535442,2055,"[8.5,9)","[8.5,9)",2020-08-17 00:00:00,0
"1293",8.75,40.63066523,-111.8535442,2085.44444,"[8.5,9)","[8.5,9)",2020-09-16 10:39:59,1
"1294",8.75,40.63066523,-111.8535442,2115.88889,"[8.5,9)","[8.5,9)",2020-10-16 21:20:00,2
"1295",8.75,40.63066523,-111.8535442,2146.33333,"[8.5,9)","[8.5,9)",2020-11-16 07:59:59,0
"1296",8.75,40.63066523,-111.8535442,2176.77778,"[8.5,9)","[8.5,9)",2020-12-16 18:40:00,1
"1297",9.25,40.63022641,-111.863181,15.22222,"[9,9.5)","[9,9.5)",2015-01-16 05:19:59,0
"1298",9.25,40.63022641,-111.863181,45.66667,"[9,9.5)","[9,9.5)",2015-02-15 16:00:00,1
"1299",9.25,40.63022641,-111.863181,76.11111,"[9,9.5)","[9,9.5)",2015-03-18 02:39:59,4
"1300",9.25,40.63022641,-111.863181,106.55556,"[9,9.5)","[9,9.5)",2015-04-17 13:20:00,0
"1301",9.25,40.63022641,-111.863181,137,"[9,9.5)","[9,9.5)",2015-05-18 00:00:00,0
"1302",9.25,40.63022641,-111.863181,167.44444,"[9,9.5)","[9,9.5)",2015-06-17 10:39:59,2
"1303",9.25,40.63022641,-111.863181,197.88889,"[9,9.5)","[9,9.5)",2015-07-17 21:20:00,1
"1304",9.25,40.63022641,-111.863181,228.33333,"[9,9.5)","[9,9.5)",2015-08-17 07:59:59,0
"1305",9.25,40.63022641,-111.863181,258.77778,"[9,9.5)","[9,9.5)",2015-09-16 18:40:00,1
"1306",9.25,40.63022641,-111.863181,289.22222,"[9,9.5)","[9,9.5)",2015-10-17 05:19:59,0
"1307",9.25,40.63022641,-111.863181,319.66667,"[9,9.5)","[9,9.5)",2015-11-16 16:00:00,0
"1308",9.25,40.63022641,-111.863181,350.11111,"[9,9.5)","[9,9.5)",2015-12-17 02:39:59,3
"1309",9.25,40.63022641,-111.863181,380.55556,"[9,9.5)","[9,9.5)",2016-01-16 13:20:00,1
"1310",9.25,40.63022641,-111.863181,411,"[9,9.5)","[9,9.5)",2016-02-16 00:00:00,0
"1311",9.25,40.63022641,-111.863181,441.44444,"[9,9.5)","[9,9.5)",2016-03-17 10:39:59,2
"1312",9.25,40.63022641,-111.863181,471.88889,"[9,9.5)","[9,9.5)",2016-04-16 21:20:00,0
"1313",9.25,40.63022641,-111.863181,502.33333,"[9,9.5)","[9,9.5)",2016-05-17 07:59:59,1
"1314",9.25,40.63022641,-111.863181,532.77778,"[9,9.5)","[9,9.5)",2016-06-16 18:40:00,1
"1315",9.25,40.63022641,-111.863181,563.22222,"[9,9.5)","[9,9.5)",2016-07-17 05:19:59,0
"1316",9.25,40.63022641,-111.863181,593.66667,"[9,9.5)","[9,9.5)",2016-08-16 16:00:00,0
"1317",9.25,40.63022641,-111.863181,624.11111,"[9,9.5)","[9,9.5)",2016-09-16 02:39:59,0
"1318",9.25,40.63022641,-111.863181,654.55556,"[9,9.5)","[9,9.5)",2016-10-16 13:20:00,0
"1319",9.25,40.63022641,-111.863181,685,"[9,9.5)","[9,9.5)",2016-11-16 00:00:00,1
"1320",9.25,40.63022641,-111.863181,715.44444,"[9,9.5)","[9,9.5)",2016-12-16 10:39:59,1
"1321",9.25,40.63022641,-111.863181,745.88889,"[9,9.5)","[9,9.5)",2017-01-15 21:20:00,2
"1322",9.25,40.63022641,-111.863181,776.33333,"[9,9.5)","[9,9.5)",2017-02-15 07:59:59,0
"1323",9.25,40.63022641,-111.863181,806.77778,"[9,9.5)","[9,9.5)",2017-03-17 18:40:00,0
"1324",9.25,40.63022641,-111.863181,837.22222,"[9,9.5)","[9,9.5)",2017-04-17 05:19:59,1
"1325",9.25,40.63022641,-111.863181,867.66667,"[9,9.5)","[9,9.5)",2017-05-17 16:00:00,0
"1326",9.25,40.63022641,-111.863181,898.11111,"[9,9.5)","[9,9.5)",2017-06-17 02:39:59,0
"1327",9.25,40.63022641,-111.863181,928.55556,"[9,9.5)","[9,9.5)",2017-07-17 13:20:00,0
"1328",9.25,40.63022641,-111.863181,959,"[9,9.5)","[9,9.5)",2017-08-17 00:00:00,0
"1329",9.25,40.63022641,-111.863181,989.44444,"[9,9.5)","[9,9.5)",2017-09-16 10:39:59,0
"1330",9.25,40.63022641,-111.863181,1019.88889,"[9,9.5)","[9,9.5)",2017-10-16 21:20:00,0
"1331",9.25,40.63022641,-111.863181,1050.33333,"[9,9.5)","[9,9.5)",2017-11-16 07:59:59,0
"1332",9.25,40.63022641,-111.863181,1080.77778,"[9,9.5)","[9,9.5)",2017-12-16 18:40:00,0
"1333",9.25,40.63022641,-111.863181,1111.22222,"[9,9.5)","[9,9.5)",2018-01-16 05:19:59,0
"1334",9.25,40.63022641,-111.863181,1141.66667,"[9,9.5)","[9,9.5)",2018-02-15 16:00:00,1
"1335",9.25,40.63022641,-111.863181,1172.11111,"[9,9.5)","[9,9.5)",2018-03-18 02:39:59,0
"1336",9.25,40.63022641,-111.863181,1202.55556,"[9,9.5)","[9,9.5)",2018-04-17 13:20:00,0
"1337",9.25,40.63022641,-111.863181,1233,"[9,9.5)","[9,9.5)",2018-05-18 00:00:00,0
"1338",9.25,40.63022641,-111.863181,1263.44444,"[9,9.5)","[9,9.5)",2018-06-17 10:39:59,1
"1339",9.25,40.63022641,-111.863181,1293.88889,"[9,9.5)","[9,9.5)",2018-07-17 21:20:00,1
"1340",9.25,40.63022641,-111.863181,1324.33333,"[9,9.5)","[9,9.5)",2018-08-17 07:59:59,1
